gender,ug_degree,ug_specialization,interests,skills,cgpa,has_certification,certification_details,is_working,job_title,masters_field,cgpa_normalized
Female,B.TECH,Computer Science Engineering,Web Designing;Web development;Social media marketing;Information Technology,"Programming Language skills;Communication skills;Leadership;Problem Solving skills;Linux;SQL;Good communication skills;Foreign languages french, Spanish",84.55,0,No,1,Associate Consultant,None,84.55
Male,B.TECH,Computer Science And Engineering,Software Job,NO,76.0,0,No,1,Software Developer,None,76.0
Male,BE,Mechanical Engineering,Govt. Job,Communication skills,71.82,1,NTD,1,Quality Engineer,master in industrial engineering,71.82
Male,BE,Mechanical,Technology,Designing skills,68.4,0,No,1,Design Engineer,None,68.4
Male,BE,Automobile Engineering,Technology;Sports Industry,Gathering Information;People management;Communication skills;Product knowledge;Problem Solving skills;Java;Client management;Good communication skills,67.45,0,Diploma in Business and Management,1,Associate Software Engineer,None,67.45
Male,B.SC,Microbiology,Research,Protein expression ;protein purification; Molecular Biology; biochemistry; protein chemistry ;western blotting ;cell culture; cell biology; bioinformatics; Polymerase Chain Reaction (PCR) ;molecular cloning; microscopy; Chromatography; Enzyme Kinetics; Biophysics electron microscopy; Cryo-EM;X-ray crystallography; Static Light Scattering;chromatrography,84.265,1,Protein expression;Polymerase Chain Reaction (PCR),1,Research Associate,None,84.265
Female,B.TECH,Computer Science Engineering,Technology;Web Designing;Data analytics,Communication skills;Writing skills;C++;Python;SQL;Java,79.0,0,No,1,Associate Consultant,None,79.0
Male,B.TECH,Civil Engineering,Industires;SAP Consultant in MM;Construction,"Proeficiency in Software like STAAD PRO, ETABS",65.55,1,Revit,1,Civil & Structural Engineer,Masters in Structural Engineering,65.55
Male,B.TECH,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills;SAP",77.615,1,MS Project,1,Civil & Structural Engineer,Masters in Structural Engineering,77.615
Male,B.SC,Physics,Social Justice,"Business Knowledge, Sales",74.1,0,No,0,Teacher,Masters in Data Science,74.1
Male,B.TECH,Mechanical Engineering,Technology,"AI, ML, Python, SQL, Negotiation Skills, Work under Pressure, Leadership, News Gathering, Editing, Market Study, Team work, Derivatives, Excel, Tableau, CATIA , ANSYS ,SOLIDWORKS,CAESAR 2",67.545,1,Data science ,0,Mechanical Engineer,None,67.545
Male,B.TECH,Mechanical Engineering,Technology,"Business Knowledge, Leadership, Market Study",80.75,0,No,1,Mechanical Engineer,None,80.75
Male,MBA,Business Administration,"Financial Analysis, Sales/Marketing","Accounting Skills, Business Knowledge, Product Knowledge, Sales",60.0,0,No,0,Marketing Manager,Masters in Business Administration,60.0
Male,B.TECH,Computer Science Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;Machine Learning skills;Python;SQL;Java,68.4,0,No,1,Data Scientist,None,68.4
Female,BA,English,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,83.0,0,No,1,Teacher,Master in English,83.0
Male,BE,Mechanical Engineering,Research;Technology;Industires;Design;Product Life cycle Management,Analytical Skills;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Presentation Skills,74.1,1,Design engineer,1,Design Engineer,None,74.1
Male,B.TECH,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science.Machine Learning",c;JavaScript;Data Structure;CSS; jQuery ;Angular JS ;javaScript; hTML5 ;css3; SSIS; ssms; python; react.js ;java Enterprise edition,67.45,1,Querying Microsoft SQL Server,1,Software Engineer,None,67.45
Male,B.TECH,Computer Science Engineering,"Data scientist,Web development,Social causes,All fields related to Data science,Machine Learning",CSS;C++;JavaScript;MySQL;Java;SQL;Cascading Style Sheets (CSS);Website Development;jQuery;HTML5;Linux;AJAX;Software Development;XML;CakePHP;CodeIgniter;Laravel;Symfony;Symfony Framework;Git;Angular Command Line Interface (CLI);Yii2,76.0,1,PHP;HTML,1,Web Developer,None,76.0
Female,B.SC,Physics,News Coverage;Research;Sales/Marketing;Social Justice;Teaching,Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills,68.4,0,No,0,Sales,Physics,68.4
Male,B.TECH,Electronics And Communication Engineering,"Research, Technology","Python, SQL",74.1,1,Core and Advance python,1,Devops Engineer,Masters in Data Science,74.1
Male,B.TECH,Civil,Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",79.42,1,BIM for Construction Management and Planning,1,Civil & Structural Engineer,Masters in Construction Management,79.42
Male,B.TECH,Mechanical Engineering,Data science and Artificial intelligence,"ML, Python, Analytic Thinking, Business Knowledge, Leadership, Team work, Excel, R, Problem Solving skills, Data science completed by using python and R",63.9,1,Certification of completion data science using python and R,1,Mechanical Engineer,Post graduation in mechanical design and professional data science,63.9
Female,BE,Computer Science Engineering,Technology;Content Writing;Web development,Programming Language skills;Business Knowledge;Communication skills;Problem Solving skills,65.0,0,No,1,Associate Consultant,None,65.0
Male,B.TECH,History,Trading,"Java, Programming",72.2,0,autocad,1,Java Developer,Masters in Data Science,72.2
Male,B.E,Information Technology,"Research, Social Justice, Understand Human Body","Writing, Reading",73.625,0,No,0,Mechanical Engineer,Masters in Data Science,73.625
Male,B.TECH,Electrical And Electronics Engineering,"Financial Analysis, Technology, Entrepreneurship","ML, Python, Business Knowledge, Java, Linux, AWS",66.5,1,"JAVA, DATA SCIENCE ",1,Back End Developer,Masters in Business Administration,66.5
Male,BE,Mechanical Engineering,Technology,Critical Thinking;Communication skills;SAP,75.0,1,SAP MM ,1,Production Engineer,None,75.0
Male,B.TECH,Electrical And Electronics Engineering,Data Analytics,NO,76.0,0,No,1,Assistant System Engineer Trainee,None,76.0
Male,B.TECH,Programming,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",70.3,0,No,1,Sql Developer,Masters in Business Analytics,70.3
Male,B.E,Computer Science Engineering,"Take risk for Profits, Technology, Trading, Entrepreneurship","Active Listening, Analytic Thinking, Business Knowledge, Work under Pressure, Team work, Presentation Skills, Writing, Observation Skills, Risk Managing, Reading, Subject Knowledge",74.1,1,NPTEL,0,Front End Developer,None,74.1
Male,B.TECH,Automobile Engineering,Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL,79.8,1,Data Vizualization,1,Data Analyst,None,79.8
Female,B.TECH,Computer Applications,Digital marketing;Data scientist;Social media marketing,Programming Language skills;People management;Designing skills;Social Media Marketing;Interpersonal skills;Good communication skills,33.25,0,No,1,Software Engineer,None,33.25
Male,B.TECH,Commerce,Technology,"Python, Java",65.55,0,No,0,Java Developer,Masters in Banking & Financial Institutions,65.55
Female,BA,Electronics And Communication Engineering,Understand human behaviour;Social causes,HR;Good communication skills,70.0,0,No,1,Hr Executive,MBA,70.0
Male,B.SC,Computer Science Engineering,Technology,"Python, Programming, Communication Skills, Leadership, C++, Writing, Observation Skills",77.995,0,No,0,Computer Software Engineer,Masters in Computer Science,77.995
Male,B.TECH,Computer Science Engineering,Cyber Secuirty,IBM QRadar;OWASP;Ethical Hacking;Threat & Vulnerability Management;Splunk;Vulnerability Scanning;Malware Analysis;Tenable Nessus;ePolicy Orchestrator;Metasploit;Burp Suite;Security Information and Event Management (SIEM);,75.905,1,Offsenive Bug Bounty Hunter 2.0 ;Ethical Hacking: Trojans and Backdoors,1,Cyber Security Analyst,None,75.905
Female,M.A,Mathematics,Teaching,"Critical Thinking, Artistic skills, Communication Skills, Editing, Interpersonal Skills, Reporting, Reading, Subject Knowledge",83.0,1,"PGDBM , Psychotherapy and Counselling",1,Teacher,MA Psychology,83.0
Male,BBA,Accountancy,"News Coverage, Social Justice","Python, Gathering Informing, Business Knowledge",95.0,0,No,0,Mechanical Engineer,Masters in Psychology,95.0
Male,BCA,Mathematics,Information Technology,SQL;Java;Javascript,69.92,1,Java developer ,1,Programmer,None,69.92
Male,BE,Mechanical Engineering,Sales/Marketing;Technology;Supply Chain Analysis;Govt. Job;Market reserach;Infrastructure;Design,Accounting Skills;Finance related skills;People management;Civil & Criminal Law,67.4,1,"Mscit ,catia v5, autocad ,",1,Quality Engineer,MBA,67.4
Male,B.TECH,Computer Software Engineer,Technology,"Critical Thinking, Analytic Thinking, Business Knowledge, SQL, Programming, Communication Skills, Work under Pressure, Editing, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Tableau, Building Rapport",82.175,0,No,1,Computer Software Engineer,None,82.175
Female,BA,Finance,Content Writing,Artistic/Creative Skills;Communication skills;Mass Communication;Writing skills;Content creation,66.5,0,No,1,Journalist,Masters in Mass Communications,66.5
Male,B.TECH,Statistics,Technology,"AI, ML, Python, Java",73.15,0,No,1,Java Developer,Masters in Business Administration,73.15
Male,BE,Mechanical Engineering,Supply Chain Analysis;Product Life cycle Management,Leadership;Product knowledge;Sales,63.175,0,No,1,Quality Engineer,None,63.175
Male,B.TECH,Chemistry,Construction,Civil & Criminal Law,70.0,0,No,1,Civil Engineer,Masters in Computer Science,70.0
Male,BE,Mechanical Engineering,Teaching;Technology,Analytical Skills;Leadership;Social Media Marketing,71.155,0,No,1,Design Engineer,None,71.155
Male,B.E,Mechanical Engineering,"Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills",65.55,1,STAAD PRO ,1,Site Engineer,Masters in structural engineering,65.55
Female,BE,Engineering,Technology;Web Designing,Programming Language skills;Wealth Management;Python,70.3,0,No,1,Developer,None,70.3
Male,B.SC,Computer Science,Technology,"AI, Python",77.9,0,No,1,Computer Software Engineer,None,77.9
Male,BE,Management,Web Designing;Govt. Job;Web development,"Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS",69.0,0,Cad,1,Sales,None,69.0
Female,B.TECH,Computer Science Engineering,Technology,Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java,62.0,0,No,1,Associate Consultant,None,62.0
Male,B.TECH,Information Technalogy,Technology;Industires;Information Technology,Hardware skills;PLC/SCADA/VLSI/DCS,85.69,1,PLC,1,Instrumentation And Control Engineer,None,85.69
Male,B.TECH,Pharmacy,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",79.8,1,STAAD-Pro,1,Civil & Structural Engineer,None,79.8
Female,B.SC,Civil,Technology,Programming,62.0,0,I doing job ,1,Tele-Caller,Masters in Computer Science,62.0
Male,B.TECH,Computer Science Engineering,Web Designing;Web development,Javascript,95.0,1,No,1,Associate Consultant,None,95.0
Male,BE,Chemistry,"Research, Teaching, Technology","Gathering Informing, Leadership, Market Study, Team work",83.6,0,No,1,Design Engineer,Masters in Automotive Technologies,83.6
Male,BE,Mathematics,Entrepreneurship,"Programming, Logical Skills, Observation Skills",84.55,0,No,0,Back End Developer,None,84.55
Male,B.TECH,Automobile Engineering,"Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport",78.565,1,MS HTML-CSS Foundation Certificate,1,Java Developer,Masters in Science,78.565
Female,B.TECH,Computer Science Engineering,Data analytics;Data scientist;Social media marketing,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS,80.75,1,SQL,1,Software Engineer,None,80.75
Female,B.TECH,Information Technology,"Technology, Understand Human Behaviour","ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel",74.1,1,"Course on R, Python, React,React Native,javaScript,typeScript",1,Computer Software Engineer,Masters in Data Science,74.1
Male,B.TECH,Accountancy,Technology,NO,85.5,0,No,1,Software Developer,None,85.5
Female,PHARMACY,Information Science,"Teaching, Entrepreneurship","Sales, Subject Knowledge",60.0,1,Computer applications,0,Medical Practitioner,Masters in Pharmacy,60.0
Female,D ED,Vedio Editing,"Teaching, Entrepreneurship","Reading, Sales",57.0,1,Basic computer,0,Teacher,Masters in Pharmacy,57.0
Male,B.TECH,Computer Applications,"Machine Learning,All fields related to Data science",Python; C++; problem solving ;KIVY; competitive programming; data structures ;backend web development ;spring boot; spring framework,87.59,1,"Learning Spring with Spring Boot;
React JS ",1,Software Developer,None,87.59
Male,BBA,Statistics,Trading,Leadership,69.0,0,No,1,Tele-Caller,Masters in Banking & Financial Institutions,69.0
Male,HH,Accountancy,Social Justice,People Management,69.35,1,Bh,1,Business Analyst,Masters in Pharmacy,69.35
Male,BBA,Econamics,Financial Analysis;Research;Sales/Marketing;Trading,Business Knowledge;Finance related skills;Communication skills;Leadership;Interpersonal skills,78.185,1,ISTQB ,1,Business Analyst,PGDM in Business Management,78.185
Male,B.TECH,"C, C++, Java, Sql, Mysql, Unix, Html, Mathematics, Statistics",Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",71.25,1,Construction Management,1,Civil & Structural Engineer,Masters in Construction Management,71.25
Female,B.TECH,Civil Engineering,Technology;Data analytics;Data scientist;Web development,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL,74.1,1,Tableau,1,Data Analyst,None,74.1
Female,B.TECH,Accounting,Data scientist;Information Technology,Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Artificial Intelligence;SQL,88.73,1,Oracle,1,Business Analyst,None,88.73
Male,B.TECH,Political Science,Teaching,Java,58.615,0,No,1,Software Engineer,None,58.615
Male,B.TECH,Computer Science Engineering,Technology,NO,78.85,0,No,1,Software Developer,None,78.85
Male,DIPLOMA,Automobile Engineering,Design,Hardware skills;Analytical Skills;Communication skills;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills,60.0,0,No,1,Mechanical Design Engineer,None,60.0
Male,B.TECH,N.A,"Research, Teaching, Geography and Geology","Analytic Thinking, SQL, Oracle, Programming, Communication Skills, Interpersonal Skills",70.775,0,No,1,Computer Software Engineer,None,70.775
Male,B.TECH,Building Material And Construction,Research,"Accounting Skills, Cost Accounting",58.0,0,Talyy,1,Data Analyst,Masters in Mathematics,58.0
Male,B.TECH,Computer Science Engineering,Technology,"Java, SQL, Programming, Team work",75.81,0,No,1,Computer Software Engineer,Masters in Computer Science,75.81
Male,B.TECH,Computer Applications,"Technology,Entrepreneurship","Creativity Skills,Leadership,Market Study, Teamwork, Programming",78.85,1,"Java Training,Power BI",1,Java Developer,Masters in Business Analytics,78.85
Male,BE,Computer Science Engineering,Financial Analysis,"ML, Python, Analytic Thinking, SQL, Excel, Problem Solving skills, Tableau, Risk Managing",69.065,1,Data science course completion,0,Data Analyst,Masters in Data Analytics,69.065
Male,BBA,Mathematicsãš,Sales/Marketing,"Team work, Reporting",65.55,1,Certificate in information technology ,1,Marketing Manager,Masters in Business Administration,65.55
Male,MBA,Finance And Hrãš,Sales/Marketing,"Leadership, C.I.T",65.55,1,Certificate in information technology ,1,Marketing Manager,Masters in Business Administration,65.55
Male,BBA,Business Administration,Sales/Marketing,"Communication Skills, Leadership, Team work, Reporting",65.55,1,Certificate in information technology ,1,Marketing Manager,Masters in Business Administration,65.55
Male,B.TECH,Sales & Marketing,Technology;Data analytics;Game industry,Active Listening;Gathering Information;Artistic/Creative Skills;Editing;Problem Solving skills;SQL,60.0,1,SQL,1,Programmer,None,60.0
Male,B.TECH,Computer Science,Technology,"Python, Artistic skills, SQL, Communication Skills, Editing, Excel, C++",60.0,1,Sql,1,Programmer,None,60.0
Male,B.TECH,Electronic,Financial Analysis,Accounting Skills;Analytical Skills;Finance related skills;People management;Negotiation skills,66.0,0,No,1,Analyst,None,66.0
Female,B.TECH,Accountancy,Technology,"AI, ML, Python, Analytic Thinking, Gathering Informing, SQL, Team work, Excel, Tableau",66.5,1,Data science professional course,0,Data Analyst,Masters in Computer Science,66.5
